File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
A4.1,2052,0.371708512,2121,0.534153306,1,0.650130856,0.940295916,0.850536888,0.667052725,0.484353255,0.714285714,0.675,0.606060606,0.327433628,0.833333333,0.805970149,0.754716981,0.493333333,0.409090909,0.407969639,0.365313653,0.221854305
B1.0,3650,0.373498112,3697,0.541030416,0.997269891,0.657216217,0.989336302,0.971340383,0.940463508,0.920753883,0.696969697,0.584415584,0.541353383,0.481865285,0.821428571,0.737704918,0.702439024,0.65034965,0.369248036,0.357859532,0.34662237,0.335533553
C1.0,3817,0.359885963,3830,0.528673394,0.987541224,0.639096913,0.993956354,0.982723214,0.954441866,0.930419846,0.84,0.672727273,0.583333333,0.471830986,0.913043478,0.804347826,0.736842105,0.641148325,0.35840708,0.354696133,0.350993377,0.339912281
C1.1,1194,0.602265157,1412,0.735183796,1,0.798773636,0.998875078,0.995958304,0.986261829,0.966864409,0.935483871,0.93442623,0.939393939,0.851851852,0.966666667,0.966101695,0.96875,0.92,0.774834437,0.766519824,0.754385965,0.708779443
C2.0,4892,0.256534954,4898,0.408025139,1,0.606083214,0.933210168,0.856374696,0.793436077,0.669517568,0.592592593,0.433333333,0.362745098,0.248407643,0.744186047,0.604651163,0.532374101,0.397959184,0.252964427,0.250988142,0.241650295,0.199619772
C3.0,1842,0.505503356,1912,0.665967855,1,0.71339869,0.984231403,0.960201227,0.929771892,0.869980394,0.92,0.826923077,0.790697674,0.650793651,0.958333333,0.905263158,0.883116883,0.788461538,0.550724638,0.547101449,0.543478261,0.473136915
C4.0,4485,0.271915584,4502,0.426642894,1,0.611751507,0.979095886,0.948498492,0.906207562,0.845731086,0.71875,0.641791045,0.589285714,0.448484848,0.836363636,0.781818182,0.741573034,0.619246862,0.285559175,0.279220779,0.271551724,0.245243129
C5.0,7014,0.313832909,7096,0.475845767,0.992866242,0.627983198,0.994776025,0.984777111,0.963278844,0.946660482,0.658536585,0.597701149,0.575342466,0.514851485,0.794117647,0.748201439,0.730434783,0.679738562,0.299167201,0.284717819,0.270558694,0.258245177
C6.0,5977,0.321566402,6047,0.483912264,0.994232354,0.642646388,0.981886856,0.944319884,0.876284043,0.80248664,0.658536585,0.553191489,0.522012579,0.423076923,0.794117647,0.712328767,0.685950413,0.594594595,0.327974277,0.313694268,0.297637795,0.271042471
C7.0,4656,0.420967541,4762,0.590118781,0.99318569,0.6693178,0.994964921,0.985890543,0.968569427,0.955980422,0.717948718,0.683544304,0.664122137,0.625,0.835820896,0.812030075,0.798165138,0.769230769,0.414436334,0.394715773,0.374407583,0.3578125
C8.0,4102,0.489419965,4320,0.649918963,0.989494949,0.694372772,0.986557894,0.96136883,0.920367942,0.882657835,0.619047619,0.516853933,0.476510067,0.416666667,0.764705882,0.681481481,0.645454545,0.588235294,0.470681458,0.420689655,0.37388724,0.332853026
